id,keywords
3554,"[{""id"": 100, ""name"": ""slum""}, {""id"": 520, ""name"": ""chicago""}, {""id"": 588, ""name"": ""rome""}, {""id"": 2394, ""name"": ""ghetto""}, {""id"": 2863, ""name"": ""mannequin""}, {""id"": 4522, ""name"": ""supermodel""}]"
3556,"[{""id"": 242, ""name"": ""new york""}, {""id"": 279, ""name"": ""usa""}]"
3558,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1525, ""name"": ""puberty""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 6846, ""name"": ""borderline personality disorder""}]"
3563,"[{""id"": 1862, ""name"": ""coming out""}, {""id"": 2733, ""name"": ""firemen""}, {""id"": 9457, ""name"": ""single""}, {""id"": 215200, ""name"": ""pretend relationship""}]"
3565,"[{""id"": 1552, ""name"": ""subway""}, {""id"": 7033, ""name"": ""london underground""}]"
3573,"[{""id"": 238179, ""name"": ""skab under tv""}, {""id"": 238240, ""name"": ""Øverste hylde""}, {""id"": 238241, ""name"": ""foran""}]"
3574,"[{""id"": 242, ""name"": ""new york""}, {""id"": 1706, ""name"": ""experiment""}, {""id"": 4550, ""name"": ""full moon""}, {""id"": 10125, ""name"": ""mad scientist""}, {""id"": 10326, ""name"": ""morgue""}, {""id"": 12193, ""name"": ""reporter""}, {""id"": 14676, ""name"": ""series of murders""}, {""id"": 163128, ""name"": ""scalpel""}]"
3575,"[{""id"": 242, ""name"": ""new york""}, {""id"": 12193, ""name"": ""reporter""}, {""id"": 14676, ""name"": ""series of murders""}]"
3576,"[{""id"": 428, ""name"": ""nurse""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 41329, ""name"": ""mental illness""}, {""id"": 190629, ""name"": ""crime wave""}, {""id"": 208233, ""name"": ""dr. gillespie""}]"
3577,"[{""id"": 220, ""name"": ""berlin""}, {""id"": 292, ""name"": ""berlin wall""}, {""id"": 1772, ""name"": ""german democratic republic""}, {""id"": 2286, ""name"": ""border""}, {""id"": 2934, ""name"": ""german-german border""}, {""id"": 6406, ""name"": ""escape agent""}, {""id"": 6587, ""name"": ""east berlin""}, {""id"": 6588, ""name"": ""west berlin""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 189102, ""name"": ""tunnel""}]"
3578,"[{""id"": 279, ""name"": ""usa""}, {""id"": 1295, ""name"": ""europe""}]"
3580,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 456, ""name"": ""mother""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3065, ""name"": ""minister""}, {""id"": 3720, ""name"": ""power""}, {""id"": 4740, ""name"": ""public""}, {""id"": 6086, ""name"": ""government""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9824, ""name"": ""reunion""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 184402, ""name"": ""missing""}, {""id"": 199226, ""name"": ""mother love""}, {""id"": 202098, ""name"": ""criticism""}]"
3581,"[{""id"": 212, ""name"": ""london england""}, {""id"": 392, ""name"": ""england""}, {""id"": 570, ""name"": ""rape""}, {""id"": 770, ""name"": ""scotland yard""}, {""id"": 1552, ""name"": ""subway""}, {""id"": 5439, ""name"": ""inspector""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 13008, ""name"": ""train""}, {""id"": 14895, ""name"": ""cannibal""}, {""id"": 208048, ""name"": ""cannibalism""}]"
3582,"[{""id"": 2866, ""name"": ""exam""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 33626, ""name"": ""millionaire""}]"
3586,"[{""id"": 90, ""name"": ""paris""}, {""id"": 922, ""name"": ""hotel room""}, {""id"": 2619, ""name"": ""suspicion of murder""}, {""id"": 2863, ""name"": ""mannequin""}, {""id"": 6805, ""name"": ""fashion photographer""}, {""id"": 6878, ""name"": ""sandwich""}, {""id"": 6879, ""name"": ""poodle""}, {""id"": 12193, ""name"": ""reporter""}, {""id"": 15479, ""name"": ""fashion""}]"
3587,"[{""id"": 291, ""name"": ""circus""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 6894, ""name"": ""aunt""}, {""id"": 7942, ""name"": ""imaginary friend""}]"
3589,"[{""id"": 918, ""name"": ""newspaper""}, {""id"": 1521, ""name"": ""time warp""}, {""id"": 2623, ""name"": ""headline""}, {""id"": 3748, ""name"": ""morning""}]"
3591,"[{""id"": 746, ""name"": ""vulkan""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 2164, ""name"": ""sapient""}, {""id"": 2429, ""name"": ""will to survive""}, {""id"": 3347, ""name"": ""volcano""}, {""id"": 4428, ""name"": ""stone age""}, {""id"": 6854, ""name"": ""primitive time""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 10121, ""name"": ""stop motion""}, {""id"": 12616, ""name"": ""dinosaur""}, {""id"": 155300, ""name"": ""tribal""}, {""id"": 159955, ""name"": ""cavemen""}, {""id"": 160064, ""name"": ""cave girls""}, {""id"": 178645, ""name"": ""prehistoric adventure""}, {""id"": 183414, ""name"": ""prehistoric times""}, {""id"": 192918, ""name"": ""prehistoric man""}]"
3592,"[{""id"": 1605, ""name"": ""new love""}, {""id"": 5399, ""name"": ""challenge""}, {""id"": 6211, ""name"": ""fighter""}, {""id"": 12616, ""name"": ""dinosaur""}, {""id"": 159955, ""name"": ""cavemen""}]"
3593,"[{""id"": 1706, ""name"": ""experiment""}, {""id"": 1963, ""name"": ""expedition""}, {""id"": 2340, ""name"": ""paranoia""}, {""id"": 4005, ""name"": ""human experimentation""}, {""id"": 5968, ""name"": ""amazon""}, {""id"": 6978, ""name"": ""radium""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10124, ""name"": ""laboratory""}, {""id"": 10125, ""name"": ""mad scientist""}, {""id"": 12101, ""name"": ""miniaturization""}, {""id"": 217120, ""name"": ""amazon river""}]"
3594,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 922, ""name"": ""hotel room""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 6373, ""name"": ""sadomasochism""}, {""id"": 12565, ""name"": ""psychological thriller""}, {""id"": 15127, ""name"": ""killer""}, {""id"": 18035, ""name"": ""family""}, {""id"": 191494, ""name"": ""numbers""}]"
3595,"[{""id"": 800, ""name"": ""bounty""}, {""id"": 1452, ""name"": ""loss of child""}, {""id"": 1584, ""name"": ""yellow press""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 4725, ""name"": ""baby-snatching""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 33626, ""name"": ""millionaire""}]"
3596,"[{""id"": 5978, ""name"": ""progress""}, {""id"": 6091, ""name"": ""war""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 40847, ""name"": ""near future""}]"
3597,"[{""id"": 1328, ""name"": ""secret""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 5420, ""name"": ""fisherman""}, {""id"": 6149, ""name"": ""police""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 9665, ""name"": ""cover-up""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10225, ""name"": ""pageant""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 15127, ""name"": ""killer""}]"
3598,"[{""id"": 3800, ""name"": ""airplane""}, {""id"": 4558, ""name"": ""tibet""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 194281, ""name"": ""shangri la""}, {""id"": 194282, ""name"": ""himalayan mountains""}]"
3600,"[{""id"": 271, ""name"": ""competition""}, {""id"": 2041, ""name"": ""island""}, {""id"": 2135, ""name"": ""radio""}, {""id"": 3345, ""name"": ""bahamas""}, {""id"": 3616, ""name"": ""college""}, {""id"": 4728, ""name"": ""knife""}, {""id"": 5420, ""name"": ""fisherman""}, {""id"": 6876, ""name"": ""vacation""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 10793, ""name"": ""resort""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 14527, ""name"": ""storm""}, {""id"": 14692, ""name"": ""hook""}, {""id"": 15127, ""name"": ""killer""}]"
3602,"[{""id"": 1981, ""name"": ""colorado""}, {""id"": 2407, ""name"": ""fireworks""}, {""id"": 3605, ""name"": ""baseball bat""}, {""id"": 12394, ""name"": ""chainsaw""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15156, ""name"": ""cell phone""}, {""id"": 33355, ""name"": ""skateboard""}, {""id"": 159743, ""name"": ""fourth of july""}, {""id"": 160035, ""name"": ""suicide note""}, {""id"": 162065, ""name"": ""blow torch""}, {""id"": 162066, ""name"": ""rock concert""}, {""id"": 162078, ""name"": ""female singer""}, {""id"": 162079, ""name"": ""garbage dumpster""}, {""id"": 162085, ""name"": ""loss of friend""}, {""id"": 165171, ""name"": ""crutch""}]"
3603,"[{""id"": 2658, ""name"": ""new zealand""}, {""id"": 3020, ""name"": ""sheep""}, {""id"": 223059, ""name"": ""animal horror""}]"
3604,"[{""id"": 2280, ""name"": ""emperor""}, {""id"": 2642, ""name"": ""solar eclipse""}, {""id"": 3071, ""name"": ""prince""}, {""id"": 3912, ""name"": ""tv duel""}, {""id"": 6211, ""name"": ""fighter""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 10700, ""name"": ""hood""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 195446, ""name"": ""sword and planet""}]"
3632,"[{""id"": 6650, ""name"": ""hang gliding""}, {""id"": 12554, ""name"": ""dragon""}, {""id"": 179991, ""name"": ""movie serial""}, {""id"": 195446, ""name"": ""sword and planet""}]"
3635,"[{""id"": 437, ""name"": ""painter""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5918, ""name"": ""painting""}, {""id"": 13097, ""name"": ""maid""}]"
3638,"[{""id"": 131, ""name"": ""italy""}, {""id"": 271, ""name"": ""competition""}, {""id"": 936, ""name"": ""loss of mother""}, {""id"": 1578, ""name"": ""loss of sister""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 1650, ""name"": ""cook""}, {""id"": 1918, ""name"": ""cooking""}, {""id"": 1946, ""name"": ""restaurant""}, {""id"": 2182, ""name"": ""bars and restaurants""}, {""id"": 2784, ""name"": ""mother role""}, {""id"": 3739, ""name"": ""funeral""}, {""id"": 3914, ""name"": ""kitchen""}, {""id"": 164657, ""name"": ""perfectionist""}]"
3640,"[{""id"": 131, ""name"": ""italy""}, {""id"": 271, ""name"": ""competition""}, {""id"": 936, ""name"": ""loss of mother""}, {""id"": 1578, ""name"": ""loss of sister""}, {""id"": 1650, ""name"": ""cook""}, {""id"": 1918, ""name"": ""cooking""}, {""id"": 1946, ""name"": ""restaurant""}, {""id"": 2182, ""name"": ""bars and restaurants""}, {""id"": 2784, ""name"": ""mother role""}, {""id"": 3914, ""name"": ""kitchen""}, {""id"": 187056, ""name"": ""woman director""}]"
3681,"[{""id"": 736, ""name"": ""journalist""}, {""id"": 2336, ""name"": ""ladykiller""}, {""id"": 3248, ""name"": ""gigolo""}, {""id"": 3456, ""name"": ""sex therapy""}, {""id"": 3486, ""name"": ""fashion journal""}]"
3682,"[{""id"": 242, ""name"": ""new york""}, {""id"": 572, ""name"": ""sex""}, {""id"": 2334, ""name"": ""nightclub""}, {""id"": 10594, ""name"": ""money""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 155490, ""name"": ""disco""}]"
3683,"[{""id"": 1956, ""name"": ""world war ii""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 8083, ""name"": ""pacific""}, {""id"": 161244, ""name"": ""iwo jima""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]"
3686,"[{""id"": 2673, ""name"": ""horse""}, {""id"": 4616, ""name"": ""apache""}, {""id"": 10203, ""name"": ""karl may""}]"
3687,"[{""id"": 4627, ""name"": ""earth""}, {""id"": 6888, ""name"": ""interior of the earth""}, {""id"": 6891, ""name"": ""kaiser wang""}, {""id"": 9755, ""name"": ""parody""}, {""id"": 190370, ""name"": ""erotic movie""}]"
3692,"[{""id"": 470, ""name"": ""spy""}, {""id"": 591, ""name"": ""cia""}, {""id"": 202968, ""name"": ""eurospy""}]"
3692,"[{""id"": 470, ""name"": ""spy""}, {""id"": 591, ""name"": ""cia""}, {""id"": 202968, ""name"": ""eurospy""}]"
3698,[]
3699,"[{""id"": 6149, ""name"": ""police""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 208555, ""name"": ""evil priest""}]"
3701,[]
3716,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 1670, ""name"": ""sun""}, {""id"": 1847, ""name"": ""istanbul""}, {""id"": 2642, ""name"": ""solar eclipse""}, {""id"": 3306, ""name"": ""highway""}, {""id"": 13088, ""name"": ""summer""}, {""id"": 14714, ""name"": ""summer vacation""}, {""id"": 33885, ""name"": ""car""}, {""id"": 164713, ""name"": ""hamburg germany""}, {""id"": 206977, ""name"": ""hitchhike""}]"
3763,"[{""id"": 515, ""name"": ""women""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 1462, ""name"": ""samurai""}, {""id"": 1806, ""name"": ""deserter""}, {""id"": 3607, ""name"": ""hold-up robbery""}, {""id"": 6091, ""name"": ""war""}, {""id"": 6942, ""name"": ""schilf""}, {""id"": 6943, ""name"": ""bamboo hut""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 15001, ""name"": ""demon""}]"
3764,"[{""id"": 233, ""name"": ""japan""}, {""id"": 658, ""name"": ""sea""}, {""id"": 1422, ""name"": ""boat""}, {""id"": 2041, ""name"": ""island""}, {""id"": 2429, ""name"": ""will to survive""}, {""id"": 4237, ""name"": ""water""}, {""id"": 12602, ""name"": ""no dialog""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 18035, ""name"": ""family""}, {""id"": 209998, ""name"": ""japanese new wave""}, {""id"": 212330, ""name"": ""slap""}]"
3766,"[{""id"": 242, ""name"": ""new york""}, {""id"": 582, ""name"": ""san francisco""}, {""id"": 2269, ""name"": ""aquarium""}, {""id"": 2682, ""name"": ""shanghai""}, {""id"": 3342, ""name"": ""yacht""}, {""id"": 4516, ""name"": ""romantic rivalry""}, {""id"": 4617, ""name"": ""insurance fraud""}, {""id"": 6148, ""name"": ""court""}, {""id"": 6946, ""name"": ""blonde""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 155436, ""name"": ""classic noir""}, {""id"": 195402, ""name"": ""film noir""}]"
3767,"[{""id"": 585, ""name"": ""casino""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 2060, ""name"": ""penalty""}, {""id"": 2900, ""name"": ""buenos aires""}, {""id"": 4988, ""name"": ""tricks""}, {""id"": 6949, ""name"": ""patent""}, {""id"": 10712, ""name"": ""night club""}, {""id"": 34094, ""name"": ""extramarital affair""}, {""id"": 155707, ""name"": ""musical number""}, {""id"": 195402, ""name"": ""film noir""}]"
3777,"[{""id"": 233, ""name"": ""japan""}, {""id"": 3734, ""name"": ""ambition""}, {""id"": 11121, ""name"": ""plot""}, {""id"": 197283, ""name"": ""feudal lord""}]"
3780,"[{""id"": 233, ""name"": ""japan""}, {""id"": 907, ""name"": ""japanese""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 2499, ""name"": ""heal""}, {""id"": 2574, ""name"": ""lunatic asylum""}, {""id"": 3658, ""name"": ""career""}, {""id"": 5136, ""name"": ""uniform""}, {""id"": 11716, ""name"": ""clinic""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 15106, ""name"": ""psychiatrist""}, {""id"": 174420, ""name"": ""intern""}]"
3782,"[{""id"": 211, ""name"": ""bureaucracy""}, {""id"": 233, ""name"": ""japan""}, {""id"": 965, ""name"": ""age difference""}, {""id"": 1010, ""name"": ""bar""}, {""id"": 1438, ""name"": ""office""}, {""id"": 1759, ""name"": ""night life""}, {""id"": 2875, ""name"": ""sense of life""}, {""id"": 5500, ""name"": ""playground""}, {""id"": 6953, ""name"": ""obsequies""}, {""id"": 6954, ""name"": ""swing""}, {""id"": 9957, ""name"": ""loneliness""}, {""id"": 164500, ""name"": ""infatuation""}, {""id"": 208997, ""name"": ""bureaucrat""}]"
3784,"[{""id"": 1591, ""name"": ""ex-detainee""}, {""id"": 1650, ""name"": ""cook""}, {""id"": 1946, ""name"": ""restaurant""}, {""id"": 8011, ""name"": ""greek""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10738, ""name"": ""diner""}]"
3786,"[{""id"": 161176, ""name"": ""space opera""}]"
3865,"[{""id"": 378, ""name"": ""prison""}, {""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 494, ""name"": ""father son relationship""}, {""id"": 2038, ""name"": ""love of ones life""}, {""id"": 2496, ""name"": ""impotence""}, {""id"": 4073, ""name"": ""apoplectic stroke""}, {""id"": 11096, ""name"": ""gate keeper""}, {""id"": 13149, ""name"": ""pregnancy""}]"
3870,"[{""id"": 131, ""name"": ""italy""}, {""id"": 1755, ""name"": ""fascism""}, {""id"": 6916, ""name"": ""kommunistischer widerstand""}, {""id"": 6917, ""name"": ""epic""}, {""id"": 13129, ""name"": ""execution""}, {""id"": 34079, ""name"": ""death""}, {""id"": 161207, ""name"": ""catholicism""}, {""id"": 173644, ""name"": ""communism""}]"
3875,"[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 1563, ""name"": ""prisoner""}, {""id"": 3541, ""name"": ""afghanistan""}, {""id"": 6091, ""name"": ""war""}, {""id"": 187056, ""name"": ""woman director""}]"
3877,"[{""id"": 1647, ""name"": ""sadness""}, {""id"": 1872, ""name"": ""loss of father""}, {""id"": 2375, ""name"": ""junkie""}, {""id"": 2613, ""name"": ""luxury""}, {""id"": 2671, ""name"": ""heroin""}, {""id"": 3258, ""name"": ""beauty""}, {""id"": 3447, ""name"": ""charity""}, {""id"": 3739, ""name"": ""funeral""}, {""id"": 4129, ""name"": ""widow""}, {""id"": 4549, ""name"": ""loss of husband""}, {""id"": 4788, ""name"": ""ersatz""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 187056, ""name"": ""woman director""}]"
3902,"[{""id"": 578, ""name"": ""rock and roll""}, {""id"": 1254, ""name"": ""music style""}, {""id"": 3836, ""name"": ""success""}, {""id"": 4170, ""name"": ""john f. kennedy""}, {""id"": 5212, ""name"": ""advancement""}, {""id"": 5286, ""name"": ""bob dylan""}, {""id"": 5288, ""name"": ""rock""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 6027, ""name"": ""music""}, {""id"": 6553, ""name"": ""beatnik""}, {""id"": 7980, ""name"": ""motorcycle crash""}]"
3933,"[{""id"": 367, ""name"": ""shyness""}, {""id"": 392, ""name"": ""england""}, {""id"": 1332, ""name"": ""cheating""}, {""id"": 2103, ""name"": ""old town""}, {""id"": 2968, ""name"": ""grave""}, {""id"": 4062, ""name"": ""skeleton""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 7578, ""name"": ""wedding ring""}, {""id"": 10121, ""name"": ""stop motion""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 10594, ""name"": ""money""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 13092, ""name"": ""corpse""}, {""id"": 18093, ""name"": ""wedding ceremony""}, {""id"": 159947, ""name"": ""parents""}, {""id"": 177895, ""name"": ""dark fantasy""}, {""id"": 181046, ""name"": ""european""}, {""id"": 189093, ""name"": ""ring""}, {""id"": 207592, ""name"": ""piano""}]"
3934,"[{""id"": 2348, ""name"": ""hustler""}, {""id"": 3183, ""name"": ""bisexuality""}, {""id"": 3190, ""name"": ""menage a trois""}, {""id"": 3305, ""name"": ""housebreaking""}, {""id"": 33625, ""name"": ""illegal prostitution""}]"
3935,"[{""id"": 255, ""name"": ""male nudity""}, {""id"": 293, ""name"": ""female nudity""}, {""id"": 6192, ""name"": ""relation""}, {""id"": 6935, ""name"": ""erection""}, {""id"": 33479, ""name"": ""single father""}]"
3936,"[{""id"": 190801, ""name"": ""blondie""}]"
3937,[]
3938,[]
3941,"[{""id"": 9717, ""name"": ""based on comic""}, {""id"": 190801, ""name"": ""blondie""}]"
3962,"[{""id"": 74, ""name"": ""germany""}, {""id"": 1223, ""name"": ""switzerland""}, {""id"": 1477, ""name"": ""world cup""}, {""id"": 2849, ""name"": ""key""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 5306, ""name"": ""boss""}, {""id"": 5969, ""name"": ""black money""}, {""id"": 6939, ""name"": ""north sea""}, {""id"": 6940, ""name"": ""sylt""}, {""id"": 6951, ""name"": ""biker""}, {""id"": 15363, ""name"": ""bank robbery""}, {""id"": 34079, ""name"": ""death""}, {""id"": 160175, ""name"": ""alps""}, {""id"": 167043, ""name"": ""road movie""}, {""id"": 189421, ""name"": ""female corpse""}, {""id"": 197743, ""name"": ""bank employee""}]"
3966,[]
3980,"[{""id"": 798, ""name"": ""sheriff""}, {""id"": 801, ""name"": ""bounty hunter""}, {""id"": 977, ""name"": ""cat""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 3875, ""name"": ""barn""}, {""id"": 6437, ""name"": ""toilet""}, {""id"": 7658, ""name"": ""kansas""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 13031, ""name"": ""creature""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 18035, ""name"": ""family""}, {""id"": 18067, ""name"": ""exploding house""}, {""id"": 157504, ""name"": ""brother sister""}, {""id"": 206281, ""name"": ""alien fugitive""}, {""id"": 230857, ""name"": ""alien creature""}]"
3981,"[{""id"": 515, ""name"": ""women""}, {""id"": 1475, ""name"": ""telepathy""}, {""id"": 4769, ""name"": ""supernatural powers""}, {""id"": 168750, ""name"": ""advertising executive""}, {""id"": 187056, ""name"": ""woman director""}]"
3989,"[{""id"": 90, ""name"": ""paris""}, {""id"": 254, ""name"": ""france""}, {""id"": 487, ""name"": ""cairo""}, {""id"": 592, ""name"": ""capitalism""}, {""id"": 1014, ""name"": ""loss of lover""}, {""id"": 1160, ""name"": ""egypt""}, {""id"": 1242, ""name"": ""war against terror""}, {""id"": 1366, ""name"": ""shotgun""}, {""id"": 1627, ""name"": ""patriotism""}, {""id"": 2314, ""name"": ""pentagon""}, {""id"": 2355, ""name"": ""american dream""}, {""id"": 2535, ""name"": ""destroy""}, {""id"": 2580, ""name"": ""shipwreck""}, {""id"": 2966, ""name"": ""louvre""}, {""id"": 3263, ""name"": ""american  way of life""}, {""id"": 3837, ""name"": ""failure""}, {""id"": 4596, ""name"": ""panama""}, {""id"": 5373, ""name"": ""damage""}, {""id"": 6086, ""name"": ""government""}, {""id"": 164889, ""name"": ""eiffel tower paris""}, {""id"": 210610, ""name"": ""world politics""}, {""id"": 218032, ""name"": ""mass destruction""}]"
4011,"[{""id"": 3065, ""name"": ""minister""}, {""id"": 3891, ""name"": ""giant snake""}, {""id"": 4062, ""name"": ""skeleton""}, {""id"": 5941, ""name"": ""calypso""}, {""id"": 6022, ""name"": ""arts""}, {""id"": 6155, ""name"": ""afterlife""}, {""id"": 7925, ""name"": ""child bride""}, {""id"": 9712, ""name"": ""possession""}, {""id"": 9887, ""name"": ""surrealism""}, {""id"": 10809, ""name"": ""teenage girl""}, {""id"": 162846, ""name"": ""ghost""}]"
4012,"[{""id"": 258, ""name"": ""bomb""}, {""id"": 835, ""name"": ""jewry""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 2315, ""name"": ""jewish life""}, {""id"": 2606, ""name"": ""jew""}, {""id"": 3902, ""name"": ""synagogue""}, {""id"": 10144, ""name"": ""anti semitism""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 157251, ""name"": ""bomb planting""}]"
4024,"[{""id"": 612, ""name"": ""hotel""}, {""id"": 1453, ""name"": ""amnesia""}, {""id"": 10092, ""name"": ""mystery""}, {""id"": 34094, ""name"": ""extramarital affair""}]"
4025,"[{""id"": 2309, ""name"": ""nobel prize""}, {""id"": 4195, ""name"": ""nobel prize laureate""}, {""id"": 161891, ""name"": ""doppelganger""}]"
4031,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 255, ""name"": ""male nudity""}, {""id"": 293, ""name"": ""female nudity""}, {""id"": 3183, ""name"": ""bisexuality""}, {""id"": 3190, ""name"": ""menage a trois""}, {""id"": 3398, ""name"": ""release from prison""}, {""id"": 160488, ""name"": ""hoodlum""}, {""id"": 236316, ""name"": ""anarchic comedy""}]"
4032,"[{""id"": 10226, ""name"": ""neighbor""}, {""id"": 158259, ""name"": ""child killed by animal""}, {""id"": 170116, ""name"": ""writing class""}, {""id"": 170118, ""name"": ""makeup artist""}, {""id"": 170122, ""name"": ""bee sting""}, {""id"": 170124, ""name"": ""camper""}, {""id"": 170125, ""name"": ""cosmetologist""}, {""id"": 170130, ""name"": ""tree climbing""}, {""id"": 170135, ""name"": ""death in childbirth""}, {""id"": 170141, ""name"": ""tuba""}, {""id"": 170143, ""name"": ""bee attack""}]"
4034,"[{""id"": 470, ""name"": ""spy""}, {""id"": 1161, ""name"": ""brazil""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 6956, ""name"": ""treasure hunt""}, {""id"": 9854, ""name"": ""artifact""}, {""id"": 10280, ""name"": ""farce""}, {""id"": 189119, ""name"": ""ancient""}]"
4043,"[{""id"": 237, ""name"": ""gay""}, {""id"": 744, ""name"": ""madrid""}, {""id"": 2793, ""name"": ""film director""}, {""id"": 2983, ""name"": ""passion""}, {""id"": 4115, ""name"": ""longing""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 34094, ""name"": ""extramarital affair""}]"
4049,"[{""id"": 3398, ""name"": ""release from prison""}]"
4104,"[{""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 1646, ""name"": ""autism""}, {""id"": 6996, ""name"": ""car garage""}]"
4105,"[{""id"": 233, ""name"": ""japan""}, {""id"": 1794, ""name"": ""yakuza""}, {""id"": 6297, ""name"": ""japanese mafia""}]"
4107,"[{""id"": 7005, ""name"": ""northern ireland""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 163116, ""name"": ""civil rights""}]"
4108,"[{""id"": 1926, ""name"": ""car journey""}, {""id"": 3792, ""name"": ""transportation""}, {""id"": 3796, ""name"": ""auto""}, {""id"": 6019, ""name"": ""human trafficking""}]"
4111,"[{""id"": 3342, ""name"": ""yacht""}, {""id"": 5571, ""name"": ""great depression""}, {""id"": 170778, ""name"": ""scuffle""}, {""id"": 210763, ""name"": ""showgirls""}, {""id"": 223748, ""name"": ""follies""}, {""id"": 227102, ""name"": ""sugar daddy""}, {""id"": 234663, ""name"": ""best friends""}, {""id"": 237498, ""name"": ""romantic rival""}, {""id"": 237623, ""name"": ""pretensiousness""}, {""id"": 237624, ""name"": ""loving father""}, {""id"": 237630, ""name"": ""greta garbo impression""}]"
4112,"[{""id"": 13142, ""name"": ""gangster""}]"
4133,"[{""id"": 1228, ""name"": ""1970s""}, {""id"": 1601, ""name"": ""war on drugs""}, {""id"": 1803, ""name"": ""drug addiction""}, {""id"": 2149, ""name"": ""drug traffic""}, {""id"": 3391, ""name"": ""drug smuggle""}, {""id"": 6974, ""name"": ""rise and fall""}]"
4134,[]
